Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
190999,Way Station,Clifford D. Simak,"Simak, Clifford D.",,"=""0020248717""","=""9780020248712""",3,4.03,Collier Books,Paperback,210,1992,1988,2022/11/11,2022/10/24,fiction,fiction (#178),read,,,,1,0
56991925,Concurrent Data Processing in Elixir,Svilen Gospodinov,"Gospodinov, Svilen",,"=""""","=""9781680508192""",0,4.33,The Pragmatic Bookshelf,ebook,170,2021,2021,,2022/10/29,currently-reading,currently-reading (#4),currently-reading,,,,1,0
39943621,"Fire & Blood (A Targaryen History, #1)",George R.R. Martin,"Martin, George R.R.",Doug Wheatley,"=""152479628X""","=""9781524796280""",2,3.97,Bantam,Hardcover,719,2018,2018,2022/10/23,2022/10/13,fiction,fiction (#177),read,,,,1,0
52824295,The Making of Prince of Persia: Journals 1985-1993,Jordan Mechner,"Mechner, Jordan",,"=""0578627310""","=""9780578627311""",4,4.20,Stripe Press,Hardcover,336,2020,,2022/09/10,2022/09/10,non-fiction,non-fiction (#51),read,,,,1,0
45309700,The Internals of PostgreSQL,Hironobu Suzuki,"Suzuki, Hironobu",,"=""""","=""""",2,4.20,interdb.jp,ebook,206,2018,,2022/09/07,2022/07/05,programming,programming (#108),read,,,,1,0
222146,Masters of Doom: How Two Guys Created an Empire and Transformed Pop Culture,David Kushner,"Kushner, David",,"=""0812972155""","=""9780812972153""",4,4.29,Random House Trade Paperbacks,Paperback,339,2004,2003,2022/09/03,2022/08/31,non-fiction,non-fiction (#50),read,,,,1,0
22584,"Flow My Tears, the Policeman Said",Philip K. Dick,"Dick, Philip K.",Chris     Moore,"=""1857983416""","=""9781857983418""",3,3.92,Gollancz  ,Paperback,204,2001,1974,2022/08/20,2022/08/11,fiction,fiction (#176),read,,,,1,0
25080953,The Go Programming Language,Alan A.A. Donovan,"Donovan, Alan A.A.",Brian W. Kernighan,"=""0134190440""","=""9780134190440""",3,4.45,Addison-Wesley,Paperback,380,2015,2015,2022/08/12,2022/04/03,programming,programming (#107),read,,,,1,0
55182024,Learning Helm: Managing Apps on Kubernetes,Matt Butcher,"Butcher, Matt","Matt Farina, Josh Dolitsky","=""1492083658""","=""9781492083658""",3,3.73,O'Reilly Media,Paperback,214,2021,,2022/06/25,2022/06/01,programming,programming (#106),read,,,,1,0
102030,Musashi,Eiji Yoshikawa,"Yoshikawa, Eiji","Charles S. Terry, Edwin O. Reischauer","=""4770019572""","=""9784770019578""",4,4.46,Kodansha International,Hardcover,970,1995,1935,2022/06/20,2022/04/09,fiction,fiction (#175),read,,,,1,0
60829943,The Future of Observability with OpenTelemetry,Ted Young,"Young, Ted",,"=""""","=""""",3,3.00,"O'Reilly Media, Inc.",ebook,75,2021,,2022/05/08,2022/05/08,programming,programming (#105),read,,,,1,0
60821466,The Purely Functional Software Deployment Model,Eelco Dolstra,"Dolstra, Eelco",,"=""9039341303""","=""""",4,4.00,,ebook,268,2006,,2022/04/26,2022/04/16,programming,programming (#104),read,,,,1,0
56481725,Staff Engineer: Leadership Beyond the Management Track,Will Larson,"Larson, Will",Tanya Reilly,"=""""","=""""",3,4.08,Will Larson,Kindle Edition,337,2021,,2022/04/21,2022/04/09,programming,programming (#103),read,,,,1,0
179133,Domain-Driven Design: Tackling Complexity in the Heart of Software,Eric Evans,"Evans, Eric",,"=""0321125215""","=""9780321125217""",3,4.15,Addison-Wesley Professional,Hardcover,560,2003,2003,2022/03/30,2022/02/26,programming,programming (#102),read,,,,1,0
1766063,The Zen Gun,Barrington J. Bayley,"Bayley, Barrington J.",,"=""0879978511""","=""9780879978518""",3,3.35,DAW,Paperback,159,1983,1983,2022/03/29,2022/03/15,fiction,fiction (#174),read,,,,1,0
54493401,Project Hail Mary,Andy Weir,"Weir, Andy",,"=""0593135202""","=""9780593135204""",3,4.52,Ballantine Books,Hardcover,476,2021,2021,2022/02/25,2022/01/30,fiction,fiction (#173),read,,,,1,0
40798,"Turtles, Termites, and Traffic Jams: Explorations in Massively Parallel Microworlds",Mitchel Resnick,"Resnick, Mitchel",,"=""0262680939""","=""9780262680936""",3,3.92,MIT Press,Paperback,184,1997,1994,2022/02/04,2021/10/13,programming,programming (#99),read,,,,1,0
40099266,Nix Pills,Bruno Luca,"Luca, Bruno",,"=""""","=""""",3,3.80,NixOS,ebook,265,2018,,2022/01/15,2022/01/01,programming,programming (#101),read,,,,1,0
8935689,"Consider Phlebas (Culture, #1)",Iain M. Banks,"Banks, Iain M.",,"=""1857231384""","=""9781857231380""",3,3.86,Orbit,Paperback,471,1988,1987,2021/12/29,2021/11/27,fiction,fiction (#172),read,,,,1,0
35492204,Adopting Elixir: From Concept to Production,Ben Marx,"Marx, Ben","José Valim, Bruce A. Tate","=""1680502522""","=""9781680502527""",3,4.33,Pragmatic Bookshelf,Paperback,275,2017,,2021/12/10,2021/11/04,"elixir, programming","elixir (#10), programming (#100)",read,,,,1,0
42343,Blind Man's Bluff: The Untold Story of American Submarine Espionage,Sherry Sontag,"Sontag, Sherry","Christopher Drew, Annette Lawrence Drew","=""006097771X""","=""9780060977719""",3,4.21,William Morrow Paperbacks,Paperback,432,2000,1998,2021/08/22,2021/04/23,non-fiction,non-fiction (#48),read,,,,1,0
7190,"The Three Musketeers (The D'Artagnan Romances, #1)",Alexandre Dumas,"Dumas, Alexandre","Richard Pevear, Philip Bates, William Barrow, August Zoller, Marisa Zini, Moshe Ukle, Pierre Toutain-Dorbec, John      Lee, Jacques Georges Clemenc Le Clercq, Natalie Montoto, S.M. Sheley, Daniel Rasmusson, Louis Jourdan, Walter Covell, Michael Page, Brett Helquist, Michael Hugh Johnson, Sylvie Thorel-Cailleteau, Milo Winter, Bill Homewood, Arthur Paul John Charles James Gore Sudley, S.N. Rizvi, Giorgio Manganelli, William Robson, Isabel Ely Lord, Александр Дюма","=""""","=""""",3,4.09,Modern Library,Paperback,625,2001,1844,2021/11/16,2021/11/06,fiction,fiction (#171),read,,,,1,0
18630,"The Player of Games (Culture, #2)",Iain M. Banks,"Banks, Iain M.",,"=""0061053562""","=""9780061053566""",4,4.27,HarperPrism,Paperback,293,1997,1988,2021/10/31,2021/10/30,fiction,fiction (#170),read,,,,1,0
102439,Rainbows End,Vernor Vinge,"Vinge, Vernor",,"=""0812536363""","=""9780812536362""",3,3.77,Tor Science Fiction,Paperback,381,2007,2006,2021/10/24,2021/10/10,fiction,fiction (#169),read,,,,1,0
18058001,Systems Performance: Enterprise and the Cloud,Brendan Gregg,"Gregg, Brendan",,"=""0133390098""","=""9780133390094""",4,4.50,Prentice Hall,Paperback,735,2013,2013,2021/10/12,2021/06/30,programming,programming (#98),read,,,,1,0
18154,The Cuckoo's Egg: Tracking a Spy Through the Maze of Computer Espionage,Clifford Stoll,"Stoll, Clifford",,"=""1416507787""","=""9781416507789""",4,4.27,Gallery Books,Paperback,399,2005,1989,2021/09/11,2021/08/29,non-fiction,non-fiction (#49),read,,,,1,0
394024,Ventus,Karl Schroeder,"Schroeder, Karl",,"=""0812576357""","=""9780812576351""",4,3.93,Tor Science Fiction,Paperback,672,2001,2000,2021/07/24,2021/07/04,fiction,fiction (#168),read,,,,1,0
51635102,BPF Performance Tools,Brendan Gregg,"Gregg, Brendan",,"=""0136554822""","=""9780136554820""",0,4.53,Addison-Wesley Professional,Paperback,880,2019,,,2021/06/26,currently-reading,currently-reading (#3),currently-reading,,,,1,0
582174,Theory of Constraints,Eliyahu M. Goldratt,"Goldratt, Eliyahu M.",,"=""0884271668""","=""9780884271666""",3,4.00,North River Pr,Paperback,160,1990,1990,2021/05/26,2021/05/14,non-fiction,non-fiction (#47),read,,,,1,0
8384010,Color and Light: A Guide for the Realist Painter,James Gurney,"Gurney, James",,"=""0740797719""","=""9780740797712""",3,4.20,Andrews McMeel Publishing,Paperback,224,2010,2010,2021/05/23,2021/04/17,non-fiction,non-fiction (#46),read,,,,1,0
34072,Jimmy Corrigan: The Smartest Kid on Earth,Chris Ware,"Ware, Chris",,"=""0224063979""","=""9780224063975""",2,4.09,Jonathan Cape,Paperback,380,2003,2000,2021/04/11,2021/04/02,comics,comics (#12),read,,,,1,0
1620069,The Art of Prolog: Advanced Programming Techniques,Leon Sterling,"Sterling, Leon",,"=""0262193388""","=""9780262193382""",4,3.94,MIT Press,Hardcover,,1994,1986,2021/04/02,2021/01/09,programming,programming (#97),read,,,,1,0
50202953,Piranesi,Susanna Clarke,"Clarke, Susanna",,"=""163557563X""","=""9781635575637""",4,4.25,Bloomsbury,Hardcover,245,2020,2020,2021/03/19,2021/03/08,fiction,fiction (#167),read,,,,1,0
25838602,Indian Mutual Funds Handbook,Sundar Sankaran,"Sankaran, Sundar",,"=""8170948363""","=""""",3,3.74,Vision Books,Paperback,352,2012,2012,2017/02/05,2017/01/06,economics,economics (#2),read,"From a newbie perspective, this book provides a nice introduction to the mutual fund. It explains the various terms and entities involved in mutual fund and how they fit together as a whole. The chapters about taxation, scheme classification and loads are instructive.<br/><br/>Some chapters discuss the quantitative calculation of risk, return and risk adjusted returns. I am unsure of the target audiences of these chapters as the methods are not discussed in depth. It mostly explains the how part, not the why part.",,,1,0
50840378,Truck de India!: A Hitchhiker's Guide to Hindustan,Rajat Ubhaykar,"Ubhaykar, Rajat",,"=""938679764X""","=""9789386797643""",3,4.26,Simon & Schuster India,Paperback,309,2019,,2021/02/23,2021/01/22,non-fiction,non-fiction (#45),read,,,,1,0
890,Of Mice and Men,John Steinbeck,"Steinbeck, John",,"=""0142000671""","=""9780142000670""",3,3.88,Penguin Books,Paperback,112,2002,1937,2021/01/09,2020/12/19,fiction,fiction (#166),read,,,,1,0
11612989,The Dictator's Handbook: Why Bad Behavior is Almost Always Good Politics,Bruce Bueno de Mesquita,"Mesquita, Bruce Bueno de",Alastair      Smith,"=""161039044X""","=""9781610390446""",3,4.28,PublicAffairs,Hardcover,321,2011,2011,2021/01/01,2020/11/02,politics,politics (#4),read,,,,1,0
25587882,Mastering Emacs,Mickey Petersen,"Petersen, Mickey",,"=""""","=""""",4,4.17,,ebook,314,2022,2015,2021/01/01,2020/12/26,programming,programming (#96),read,,,,1,0
38310,How Buildings Learn: What Happens After They're Built,Stewart Brand,"Brand, Stewart",,"=""0140139966""","=""9780140139969""",4,4.35,Penguin Books,Paperback,252,1995,1994,2020/12/18,2020/10/25,non-fiction,non-fiction (#44),read,,,,1,0
9276509,The Alchemist: A Graphic Novel,Derek Ruiz,"Ruiz, Derek","Paulo Coelho, Daniel Sampere","=""0062024329""","=""9780062024329""",3,3.85,HarperOne,Hardcover,208,2010,2010,2011/06/02,2011/06/08,"own, fiction, comics","own (#6), fiction (#2), comics (#5)",read,,,,1,1
13642,"A Wizard of Earthsea (Earthsea Cycle, #1)",Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""0553383043""","=""9780553383041""",2,4.01,,Paperback,183,2004,1968,2020/11/25,2020/11/21,fiction,fiction (#165),read,,,,1,0
1807642,The Turing Option,Harry Harrison,"Harrison, Harry",Marvin Minsky,"=""0446364967""","=""9780446364966""",3,3.63,Grand Central Publishing,Paperback,409,1993,1992,2020/11/01,2020/10/23,fiction,fiction (#164),read,,,,1,0
44936,Refactoring: Improving the Design of Existing Code,Martin Fowler,"Fowler, Martin","Kent Beck, Don Roberts, Erich Gamma","=""0201485672""","=""9780201485677""",0,4.25,Addison-Wesley Professional,Hardcover,431,1999,1999,,2020/10/24,currently-reading,currently-reading (#2),currently-reading,,,,1,0
353,Time Enough for Love,Robert A. Heinlein,"Heinlein, Robert A.",,"=""""","=""""",3,3.97,Ace,Mass Market Paperback,589,1988,1973,2020/10/17,2020/09/15,fiction,fiction (#163),read,,,,1,0
42589303,Terraform: Up & Running: Writing Infrastructure as Code,Yevgeniy Brikman,"Brikman, Yevgeniy",,"=""1492046906""","=""9781492046905""",3,4.22,O'Reilly Media,Paperback,368,2019,,2020/10/02,2020/09/28,programming,programming (#95),read,,,,1,0
26759355,Kubernetes: Up & Running,Kelsey Hightower,"Hightower, Kelsey","Brendan Burns, Joe Beda","=""1491935677""","=""9781491935675""",3,4.04,O'Reilly,Paperback,202,2016,2016,2018/03/09,2018/03/01,"programming, distributed-systems","programming (#76), distributed-systems (#10)",read,,,,1,0
23529,From Hell,Alan Moore,"Moore, Alan","Eddie Campbell, Pete Mullins","=""0861661419""","=""9780861661411""",3,4.18,Knockabout Comics ,Paperback,576,2007,1999,2020/09/20,2020/09/03,comics,comics (#11),read,,,,1,0
7745,Fear and Loathing in Las Vegas,Hunter S. Thompson,"Thompson, Hunter S.",Ralph Steadman,"=""0679785892""","=""9780679785897""",4,4.07,Vintage Books,Paperback,204,1998,1971,2020/09/07,2020/09/01,fiction,fiction (#162),read,,,,1,0
1753248,Data and Reality,William Kent,"Kent, William",,"=""1585009709""","=""9781585009701""",2,3.97,Authorhouse,Paperback,,,1978,2020/08/28,2020/06/21,programming,programming (#94),read,,,,1,0
164154,"A Canticle for Leibowitz (St. Leibowitz, #1)",Walter M. Miller Jr.,"Jr., Walter M. Miller",Mary Doria Russell,"=""0060892994""","=""9780060892999""",3,3.98,HarperCollins EOS,Paperback,334,2006,1959,2020/08/15,2020/08/01,fiction,fiction (#161),read,,,,1,0
827,"The Diamond Age: Or, a Young Lady's Illustrated Primer",Neal Stephenson,"Stephenson, Neal",,"=""0553380966""","=""9780553380965""",3,4.16,Spectra,Paperback,499,2000,1995,2020/07/26,2020/06/27,fiction,fiction (#160),read,,,,1,0
662,Atlas Shrugged,Ayn Rand,"Rand, Ayn","Leonard Peikoff, Jan de Voogt","=""0452011876""","=""9780452011878""",3,3.69,Plume,Paperback,1168,1999,1957,2020/06/20,2020/05/18,"economics, fiction","economics (#7), fiction (#159)",read,,,,1,0
1031555,The Reasoned Schemer,Daniel P. Friedman,"Friedman, Daniel P.","William E. Byrd, Oleg Kiselyov","=""0262562146""","=""9780262562140""",4,4.25,MIT Press,Paperback,176,2005,2005,2020/05/17,2020/05/16,"programming, lisp","programming (#93), lisp (#7)",read,,,,1,0
2165,The Old Man and the Sea,Ernest Hemingway,"Hemingway, Ernest",,"=""0684830493""","=""9780684830490""",4,3.79,Scribner,Hardcover,96,1996,1952,2020/05/14,2020/05/10,fiction,fiction (#158),read,,,,1,0
106728,The Timeless Way of Building,Christopher W. Alexander,"Alexander, Christopher W.",,"=""0195024028""","=""9780195024029""",4,4.36,"Oxford University Press, USA",Hardcover,552,1979,1978,2020/05/09,2020/04/11,non-fiction,non-fiction (#43),read,,,,1,0
5297,The Picture of Dorian Gray,Oscar Wilde,"Wilde, Oscar",Jeffrey Eugenides,"=""""","=""""",4,4.11,Random House: Modern Library,Paperback,272,2004,1890,2020/03/31,2020/03/22,fiction,fiction (#157),read,,,,1,0
42389860,Practical TLA+: Planning Driven Development,Hillel Wayne,"Wayne, Hillel",,"=""""","=""""",3,3.86,Apress,Kindle Edition,248,2018,,2020/03/29,2020/03/24,programming,programming (#92),read,,,,1,0
310612,A Confederacy of Dunces,John Kennedy Toole,"Toole, John Kennedy",Walker Percy,"=""0802130208""","=""9780802130204""",3,3.88,Grove Press,Paperback,394,1994,1994,2020/03/10,2020/02/18,fiction,fiction (#156),read,,,,1,0
18737900,Designing Distributed Control Systems: A Pattern Language Approach,Veli-Pekka Eloranta,"Eloranta, Veli-Pekka","Johannes Koskinen, Marko Lepp?nen, Ville Reijonen","=""1118694155""","=""9781118694152""",0,3.20,Wiley,Hardcover,500,2014,2014,,2020/02/15,currently-reading,currently-reading (#1),currently-reading,,,,1,0
25451264,"Death's End (Remembrance of Earth’s Past, #3)",Liu Cixin,"Cixin, Liu",Ken Liu,"=""0765377101""","=""9780765377104""",5,4.43,TOR,Hardcover,604,2016,2010,2020/02/09,2020/01/24,fiction,fiction (#155),read,,,,1,0
23168817,"The Dark Forest (Remembrance of Earth’s Past, #2)",Liu Cixin,"Cixin, Liu","Eisso Post, Joel Martinsen, Bruno Roubicek, Richard Heufkens","=""""","=""""",4,4.41,Tor Books,Hardcover,512,2015,2008,2020/01/19,2020/01/11,fiction,fiction (#154),read,,,,1,0
20518872,"The Three-Body Problem (Remembrance of Earth’s Past, #1)",Liu Cixin,"Cixin, Liu",Ken Liu,"=""0765377063""","=""9780765377067""",4,4.08,Tor Books,Hardcover,399,2014,2006,2020/01/04,2019/12/29,fiction,fiction (#153),read,,,,1,0
17675119,Neurocomic,Hana Ros,"Ros, Hana",Matteo Farinella,"=""1907704701""","=""9781907704703""",2,3.60,Nobrow Press,Hardcover,144,2014,2013,2019/12/28,2019/12/28,comics,comics (#10),read,,,,1,0
39971446,Prometheus: Up & Running: Infrastructure and Application Performance Monitoring,Brian Brazil,"Brazil, Brian",,"=""1492034142""","=""9781492034148""",3,3.98,O'Reilly Media,Paperback,386,2018,,2019/12/26,2019/02/03,programming,programming (#91),read,,,,1,0
11644253,"Ponniyin Selvan - The Pinnacle of Sacrifice, Vol. 1",Kalki,"Kalki, Kalki",C.V. Karthik Narayanan,"=""0333933087""","=""9780333933084""",4,4.60,Macmillan India Limited,Paperback,274,2002,1954,2014/10/11,2014/10/11,"fiction, tamil","fiction (#71), tamil (#4)",read,,,,1,0
6520980,Ponniyin Selvan - The Crown,Kalki,"Kalki, Kalki",C.V. Karthik Narayanan,"=""0333933079""","=""9780333933077""",3,4.67,MacMillan Publishers India,Paperback,283,2001,1954,2014/09/28,2014/09/28,"fiction, tamil","fiction (#70), tamil (#7)",read,,,,1,0
156784,Permutation City (Subjective Cosmology #2),Greg Egan,"Egan, Greg",,"=""006105481X""","=""9780061054815""",4,4.08,HarperPrism,Paperback,352,1995,1994,2019/12/21,2019/12/16,fiction,fiction (#152),read,,,,1,0
16064703,"பொன்னியின் செல்வன், பாகம் 3: கொலை வாள்",Kalki,"Kalki, Kalki",,"=""""","=""""",4,4.69,கிழக்கு பதிப்பகம்,Hardcover,383,2012,1954,2014/09/19,2014/09/19,"fiction, tamil","fiction (#69), tamil (#3)",read,,,,1,0
16064693,"பொன்னியின் செல்வன், பாகம் 2: சுழற்காற்று",Kalki,"Kalki, Kalki",,"=""""","=""""",4,4.67,கிழக்கு பதிப்பகம்,,370,2012,1954,2014/08/31,2014/08/31,"fiction, tamil","fiction (#68), tamil (#2)",read,,,,1,0
76740,The Demolished Man,Alfred Bester,"Bester, Alfred",,"=""1857988221""","=""9781857988222""",3,3.98,Millennium,Paperback,250,1999,1953,2019/11/24,2019/11/23,fiction,fiction (#151),read,,,,1,0
816,Cryptonomicon,Neal Stephenson,"Stephenson, Neal",,"=""""","=""""",4,4.24,Avon,Mass Market Paperback,1152,2002,1999,2019/11/20,2019/09/15,fiction,fiction (#150),read,,,,1,0
18269572,The Book of Trees: Visualizing Branches of Knowledge,Manuel Lima,"Lima, Manuel",Ben Shneiderman,"=""1616892188""","=""9781616892180""",3,4.08,Princeton Architectural Press,Hardcover,208,2014,2014,2019/11/03,2019/07/28,visualization,visualization (#7),read,,,,1,0
27968891,Site Reliability Engineering: How Google Runs Production Systems,Betsy Beyer,"Beyer, Betsy","Chris     Jones, Jennifer Petoff, Niall Richard Murphy","=""149192912X""","=""9781491929124""",3,4.23,O'Reilly Media,Paperback,552,2016,2016,2019/09/28,2018/10/05,programming,programming (#90),read,,,,1,0
17255186,"The Phoenix Project: A Novel About IT, DevOps, and Helping Your Business Win",Gene Kim,"Kim, Gene","Kevin Behr, George Spafford","=""0988262592""","=""9780988262591""",3,4.27,IT Revolution Press,Hardcover,345,2013,2013,2019/09/18,2019/09/15,non-fiction,non-fiction (#42),read,,,,1,0
22131010,Lucene in Action,Michael McCandless,"McCandless, Michael","Eric Hatcher, Otis Godspodnetic","=""""","=""""",3,3.74,Manning Publications Co.,ebook,528,,,2019/08/24,2019/08/03,programming,programming (#89),read,,,,1,0
14836,Midnight's Children,Salman Rushdie,"Rushdie, Salman",Pavel Dominik,"=""0099578514""","=""9780099578512""",4,3.98,Vintage,Paperback,647,1995,1981,2019/08/09,2019/06/08,"fiction, politics","fiction (#149), politics (#3)",read,,,,1,0
1190262,"Computers & Typesetting, Volume A: The TeXBook",Donald Ervin Knuth,"Knuth, Donald Ervin",Duane Bibby,"=""0201134470""","=""9780201134476""",4,4.30,Addison-Wesley,Hardcover,483,1986,1984,2019/07/27,2019/06/16,programming,programming (#88),read,,,,1,0
25426365,http2 explained,Daniel Stenberg,"Stenberg, Daniel",,"=""""","=""""",3,3.83,,ebook,31,,,2019/07/22,2019/07/22,programming,programming (#87),read,,,,1,0
35009908,A Little Riak book 2.0,Eric     Redmond,"Redmond, Eric",John Daily,"=""""","=""""",3,3.12,basho,Paperback,138,2014,,2019/07/14,2019/07/12,"distributed-systems, programming","distributed-systems (#15), programming (#86)",read,,,,1,0
583796,Systemantics: How Systems Work and Especially How They Fail,John Gall,"Gall, John",,"=""0671819100""","=""9780671819101""",3,3.98,Pocket Books,Paperback,158,1978,1977,2019/06/30,2019/06/04,non-fiction,non-fiction (#41),read,,,,1,0
946677,The Method of Coordinates,Israel M. Gelfand,"Gelfand, Israel M.",,"=""0817635335""","=""9780817635336""",0,4.13,Birkhauser,Paperback,74,1990,1967,,2018/12/13,on-hold,on-hold (#9),on-hold,,,,0,0
331256,Roadside Picnic,Arkady Strugatsky,"Strugatsky, Arkady","Boris Strugatsky, Theodore Sturgeon, Antonina W. Bouis","=""0575070536""","=""9780575070530""",4,4.16,Gollancz,Paperback,145,2000,1972,2019/06/23,2019/06/22,fiction,fiction (#148),read,,,,1,0
106164,The Medical Detectives,Berton Roueché,"Roueché, Berton",,"=""0452265886""","=""9780452265882""",3,4.17,Plume,Paperback,432,1991,1980,2019/06/09,2018/12/29,non-fiction,non-fiction (#40),read,,,,1,0
33618151,Category Theory for Programmers,Bartosz Milewski,"Milewski, Bartosz",Igal Tabachnik,"=""""","=""""",0,4.23,,ebook,473,2018,2014,,2017/12/09,on-hold,on-hold (#8),on-hold,,,,0,0
74034,Amusing Ourselves to Death: Public Discourse in the Age of Show Business,Neil Postman,"Postman, Neil",Andrew Postman,"=""014303653X""","=""9780143036531""",4,4.15,Penguin Books,Paperback,184,2005,1985,2019/06/02,2019/05/31,non-fiction,non-fiction (#39),read,,,,1,0
21887577,The ERLANG Run-Time System,Erik Stenman,"Stenman, Erik",,"=""1449362125""","=""9781449362126""",3,4.00,O'Reilly Media,Paperback,250,2016,2014,2019/05/30,2019/05/16,"programming, elixir","programming (#85), elixir (#9)",read,,,,1,0
117833,The Master and Margarita,Mikhail Bulgakov,"Bulgakov, Mikhail","Katherine Tiernan O'Connor, Ellendea Proffer, Diana Lewis Burgin, Hans Fronius","=""0679760806""","=""9780679760801""",3,4.30,Vintage International,Paperback,372,1996,1967,2019/05/20,2019/04/13,fiction,fiction (#147),read,,,,1,0
34431414,Streaming Systems,Tyler Akidau,"Akidau, Tyler","Slava Chernyak, Reuven Lax","=""1491983876""","=""9781491983874""",4,3.90,O'Reilly Media,Paperback,352,2018,,2019/05/05,2019/04/28,"distributed-systems, programming","distributed-systems (#14), programming (#84)",read,,,,1,0
18702891,Google BigQuery Analytics,Jordan Tigani,"Tigani, Jordan",Siddartha Naidu,"=""1118824822""","=""9781118824825""",3,4.11,Wiley,Paperback,528,2014,2014,2019/04/13,2019/04/03,"programming, distributed-systems","programming (#83), distributed-systems (#13)",read,,,,1,0
